energy;tempo;danceability;playlist_genre;loudness;liveness;valence;track_artist;time_signature;speechiness;track_popularity;track_href;track_album_name;playlist_name;track_id;track_name;track_album_release_date;instrumentalness;mode;key;duration_ms;acousticness;playlist_subgenre
481;124914;534;indian;-9016;142;293;Pritam, Arijit Singh;4;412;71;https://api.spotify.com/v1/tracks/5O932cZmzOZGOGZz9RHx20;Chhichhore;Bollywood Butter;5O932cZmzOZGOGZz9RHx20;Khairiyat;2019-08-31;0;0;0;280282;697;bollywood
866;140266;526;rock;-5822;945;248;Arctic Monkeys;4;568;84;https://api.spotify.com/v1/tracks/0BxE4FqsDD1Ot4YuBXwAPp;Favourite Worst Nightmare;Indie Rock Roadtrip;0BxE4FqsDD1Ot4YuBXwAPp;505;2007-04-22;0,00778;1;0;253587;287;indie
903;132009;562;rock;-446;298;791;Yeah Yeah Yeahs;4;296;68;https://api.spotify.com/v1/tracks/2WRFD9WczJ975X2K1Y9YVs;It's Blitz!;Indie Rock Roadtrip;2WRFD9WczJ975X2K1Y9YVs;Heads Will Roll;2009-01-01;939;0;8;221000;187;indie
585;109942;775;rock;-9516;77;518;Daft Punk, Julian Casablancas;4;271;74;https://api.spotify.com/v1/tracks/2cGxRwrMyEAp8dEbuZaVv6;Random Access Memories;Indie Rock Roadtrip;2cGxRwrMyEAp8dEbuZaVv6;Instant Crush (feat. Julian Casablancas);2013-05-20;619;0;10;337560;422;indie
957;105105;606;rock;-3404;14;603;Jet;4;814;72;https://api.spotify.com/v1/tracks/305WCRhhS10XUcH6AEwZk6;Get Born;Indie Rock Roadtrip;305WCRhhS10XUcH6AEwZk6;Are You Gonna Be My Girl;2003;295;1;2;213800;117;indie
94;10099;438;rock;-3249;3;421;MGMT;3;452;73;https://api.spotify.com/v1/tracks/4iG2gAwKXsOcijVaVXzRPW;Oracular Spectacular;Indie Rock Roadtrip;4iG2gAwKXsOcijVaVXzRPW;Time to Pretend;2007-12-14;777;1;2;261000;0,0087;indie
795;79028;801;rock;-5115;717;754;Portugal. The Man;4;504;81;https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK;Woodstock;Feel Good Indie Rock;6QgjcU0zLnzq5OrUoSZ3OK;Feel It Still;2017-06-16;113;0;1;163253;417;feel-good
509;119945;578;rock;-6229;344;586;Dominic Fike;4;279;80;https://api.spotify.com/v1/tracks/6WTFHKrnZpwEBLRS10Ylqs;14 minutes;Feel Good Indie Rock;6WTFHKrnZpwEBLRS10Ylqs;misses;2024-05-03;734;1;2;74379;13;feel-good
62;117038;741;rock;-5505;398;934;Hozier;4;412;79;https://api.spotify.com/v1/tracks/3HMY0r2BAdpasXMY8rseR0;Unheard;Feel Good Indie Rock;3HMY0r2BAdpasXMY8rseR0;Too Sweet;2024-03-22;809;1;10;251424;295;feel-good
643;103842;633;rock;-8122;78;472;juju<3;4;252;78;https://api.spotify.com/v1/tracks/43MifzVnh8W3jJN0xqU9jR;Wasted Summers;Feel Good Indie Rock;43MifzVnh8W3jJN0xqU9jR;Wasted Summers;2023-07-12;831;1;0;130385;106;feel-good
593;120509;565;rock;-5864;215;429;d4vd;4;883;78;https://api.spotify.com/v1/tracks/3SAga35lAPYdjj3qyfEsCF;Feel It (From The Original Series “Invincible”);Feel Good Indie Rock;3SAga35lAPYdjj3qyfEsCF;Feel It - From The Original Series “Invincible”;2024-03-28;0;1;8;157974;288;feel-good
749;164959;593;rock;-567;314;649;The Strokes;4;475;77;https://api.spotify.com/v1/tracks/5ruzrDWcT0vuJIOMW7gMnW;The New Abnormal;Feel Good Indie Rock;5ruzrDWcT0vuJIOMW7gMnW;The Adults Are Talking;2020-04-10;106;1;5;309053;113;feel-good
518;151891;815;rock;-6594;104;877;Dominic Fike;4;897;77;https://api.spotify.com/v1/tracks/0uI7yAKUf52Cn7y3sYyjiX;Don't Forget About Me, Demos;Feel Good Indie Rock;0uI7yAKUf52Cn7y3sYyjiX;3 Nights;2018-10-16;0;0;7;177667;223;feel-good
846;103912;611;rock;-59;784;751;The Smiths;4;436;77;https://api.spotify.com/v1/tracks/1FvDJ9KGxcqwv1utyPL3JZ;The Smiths;Feel Good Indie Rock;1FvDJ9KGxcqwv1utyPL3JZ;This Charming Man - 2011 Remaster;1984-02-20;0;1;11;162920;509;feel-good
924;168017;598;rock;-4974;17;611;Royel Otis;4;623;76;https://api.spotify.com/v1/tracks/2B664ulJSVBd6B8SAY3Wux;Oysters In My Pocket;Feel Good Indie Rock;2B664ulJSVBd6B8SAY3Wux;Oysters In My Pocket;2022-03-10;799;0;6;162339;205;feel-good
828;112056;654;rock;-5377;122;79;Arctic Monkeys;4;281;76;https://api.spotify.com/v1/tracks/2x8evxqUlF0eRabbW2JBJd;Favourite Worst Nightmare;Feel Good Indie Rock;2x8evxqUlF0eRabbW2JBJd;Fluorescent Adolescent;2007-04-22;144;0;1;183893;146;feel-good
901;113967;621;rock;-5396;875;744;New Radicals;4;302;74;https://api.spotify.com/v1/tracks/1Cwsd5xI8CajJz795oy4XF;Maybe You've Been Brainwashed Too;Feel Good Indie Rock;1Cwsd5xI8CajJz795oy4XF;You Get What You Give;1998-01-01;0;1;2;300773;17;feel-good
509;119869;898;rock;-7973;876;727;Rex Orange County;4;62;74;https://api.spotify.com/v1/tracks/1gH1h30wkQdd9zhY3j7a8T;WHO CARES?;Feel Good Indie Rock;1gH1h30wkQdd9zhY3j7a8T;THE SHADE;2022-03-11;0;1;5;181507;391;feel-good
94;10099;438;rock;-3249;3;421;MGMT;3;452;73;https://api.spotify.com/v1/tracks/4iG2gAwKXsOcijVaVXzRPW;Oracular Spectacular;Feel Good Indie Rock;4iG2gAwKXsOcijVaVXzRPW;Time to Pretend;2007-12-14;777;1;2;261000;0,0087;feel-good
572;131272;636;rock;-7797;878;66;Big Thief;4;913;73;https://api.spotify.com/v1/tracks/0ToG55iJZCOzZkcpWbXxpW;Vampire Empire;Feel Good Indie Rock;0ToG55iJZCOzZkcpWbXxpW;Vampire Empire;2023-07-19;0;1;9;192128;287;feel-good
603;10299;66;rock;-77;751;527;The American Dawn;4;25;73;https://api.spotify.com/v1/tracks/2vlkTkPqdATznKHu9gD2c1;Her;Feel Good Indie Rock;2vlkTkPqdATznKHu9gD2c1;Her;2024-07-26;144;0;3;214087;566;feel-good
798;126976;502;rock;-5909;979;307;boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus;4;414;72;https://api.spotify.com/v1/tracks/09DR0sHnQUhHOiSNttc1mv;the record;Feel Good Indie Rock;09DR0sHnQUhHOiSNttc1mv;Not Strong Enough;2023-03-31;0,00111;1;1;234933;291;feel-good
684;209688;633;rock;-4314;112;725;Bakar;4;591;71;https://api.spotify.com/v1/tracks/3NRql0A1Ef4RCvT473iqgD;Hell N Back;Feel Good Indie Rock;3NRql0A1Ef4RCvT473iqgD;Hell N Back;2019-08-15;0,00895;0;10;213573;314;feel-good
351;87057;665;rock;-9424;109;451;Crumb;4;276;71;https://api.spotify.com/v1/tracks/0R3TWpoxAhT3HDXM7tpRzS;Jinx;Feel Good Indie Rock;0R3TWpoxAhT3HDXM7tpRzS;Ghostride;2019-06-14;819;1;2;126120;516;feel-good
521;106035;539;rock;-746;367;679;The Strokes;4;299;69;https://api.spotify.com/v1/tracks/7hm4HTk9encxT0LYC0J6oI;Is This It;Feel Good Indie Rock;7hm4HTk9encxT0LYC0J6oI;Someday;2001-07-30;0;1;9;183440;425;feel-good
544;121968;823;rock;-10077;108;826;Vansire;4;358;69;https://api.spotify.com/v1/tracks/4RGWHfQeJftd5XrP8JUgFj;Metamodernity;Feel Good Indie Rock;4RGWHfQeJftd5XrP8JUgFj;Metamodernity;2019-06-11;165;1;5;162663;389;feel-good
658;150093;615;rock;-7299;205;293;alt-J;4;343;68;https://api.spotify.com/v1/tracks/3n69hLUdIsSa1WlRmjMZlW;An Awesome Wave;Feel Good Indie Rock;3n69hLUdIsSa1WlRmjMZlW;Breezeblocks;2012-09-18;911;1;5;227080;96;feel-good
501;134014;781;rock;-9767;908;961;Mk.gee;4;333;68;https://api.spotify.com/v1/tracks/63ABAnFKJCp28TAyqf2cGL;ROCKMAN;Feel Good Indie Rock;63ABAnFKJCp28TAyqf2cGL;ROCKMAN;2024-10-18;0,000378;1;3;177818;66;feel-good
501;87086;668;country;-13119;194;858;Kenny Rogers;4;629;73;https://api.spotify.com/v1/tracks/5KqldkCunQ2rWxruMEtGh0;The Gambler;Classic Country;5KqldkCunQ2rWxruMEtGh0;The Gambler;1978-11-20;0;1;4;214880;342;classic
361;121059;606;country;-16031;38;621;George Strait;4;346;70;https://api.spotify.com/v1/tracks/4TnUKixNWMfajncgdSwFoi;Strait From The Heart;Classic Country;4TnUKixNWMfajncgdSwFoi;Amarillo By Morning;1982-01-01;0,00339;1;9;173467;264;classic
361;187711;363;country;-14398;154;612;Waylon Jennings, Willie Nelson;3;499;68;https://api.spotify.com/v1/tracks/7nVQ8mo77KaUvhUQzh4vMy;Waylon & Willie;Classic Country;7nVQ8mo77KaUvhUQzh4vMy;Mammas Don't Let Your Babies Grow up to Be Cowboys;1978-01-01;119;1;9;152867;623;classic
586;78259;434;r&b;-7612;146;239;SZA, Travis Scott;4;138;80;https://api.spotify.com/v1/tracks/6koKhrBBcExADvWuOgceNZ;SOS;R&B Hits;6koKhrBBcExADvWuOgceNZ;Open Arms (feat. Travis Scott);2022-12-08;144;1;9;239613;753;modern
545;15994;545;r&b;-7362;417;549;Frank Ocean;3;107;87;https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8;Blonde;R&B Hits;3xKsf9qdS1CyvXSMEid6g8;Pink + White;2016-08-20;0,00548;1;9;184516;667;modern
364;7524;524;r&b;-10209;1;436;Daniel Caesar, H.E.R.;4;367;84;https://api.spotify.com/v1/tracks/1RMJOxR6GRPsBHL8qeC2ux;Freudian;R&B Hits;1RMJOxR6GRPsBHL8qeC2ux;Best Part (feat. H.E.R.);2017-08-25;0;1;7;209831;808;modern
507;86412;662;r&b;-8238;465;676;USHER, Alicia Keys;4;118;79;https://api.spotify.com/v1/tracks/68vgtRHr7iZHpzGpon6Jlo;Confessions (Expanded Edition);R&B Hits;68vgtRHr7iZHpzGpon6Jlo;My Boo;2004-03-23;0;1;5;223440;257;modern
607;81001;684;r&b;-8127;191;498;Miguel;4;1;85;https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV;All I Want Is You;R&B Hits;0JXXNGljqupsJaZsgSbMZV;Sure Thing;2010-11-26;307;0;11;195373;267;modern
551;143008;559;r&b;-7231;11;392;SZA;4;132;86;https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2;SOS;R&B Hits;4iZ4pt7kvcaH6Yo8UoZ4s2;Snooze;2022-12-09;0;1;5;201800;141;modern
444;118402;609;r&b;-9129;104;166;Alicia Keys;3;106;81;https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ;The Diary Of Alicia Keys;R&B Hits;3XVBdLihbNbxUwZosxcGuJ;If I Ain't Got You;2003-12-02;0,000686;1;7;228707;603;modern
394;117489;689;r&b;-10102;859;382;Brent Faiyaz;3;65;78;https://api.spotify.com/v1/tracks/5NijSs5dAwaIybq1GaRTIe;Poison;R&B Hits;5NijSs5dAwaIybq1GaRTIe;Poison;2016-08-03;905;0;2;212992;711;modern
551;92887;911;r&b;-375;863;969;Mary J. Blige;4;45;78;https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu;No More Drama;R&B Hits;3aw9iWUQ3VrPQltgwvN9Xu;Family Affair;2001-08-28;0,00435;0;8;265867;133;modern
693;86009;662;r&b;-4298;145;655;Chris Brown;4;698;74;https://api.spotify.com/v1/tracks/5Lgcn7u07bHuqbOtXkN62u;Exclusive (Expanded Edition);R&B Hits;5Lgcn7u07bHuqbOtXkN62u;With You;2007-11-06;0;1;3;252120;134;modern
684;112912;692;r&b;-7364;156;406;SZA;4;155;80;https://api.spotify.com/v1/tracks/2fXwCWkh6YG5zU1IyvQrbs;Ctrl;R&B Hits;2fXwCWkh6YG5zU1IyvQrbs;Broken Clocks;2017-06-09;0;1;6;231253;131;modern
239;113451;372;r&b;-11314;168;127;Miguel;4;296;79;https://api.spotify.com/v1/tracks/1eUGmzzvahJjOSWgDHuRlv;All I Want Is You;R&B Hits;1eUGmzzvahJjOSWgDHuRlv;Girl With The Tattoo Enter.lewd;2010-11-26;175;0;6;102813;856;modern
307;92995;81;r&b;-7215;779;697;Brent Faiyaz;4;12;80;https://api.spotify.com/v1/tracks/1zgHn1EqUyA0HqNYMdJ5ia;Larger Than Life;R&B Hits;1zgHn1EqUyA0HqNYMdJ5ia;Best Time;2023-10-27;298;1;9;82509;16;modern
352;102679;45;r&b;-11733;249;408;H.E.R., Bryson Tiller;4;267;75;https://api.spotify.com/v1/tracks/6oEVnWKgPqIEPc53OYDNqG;I Used To Know Her;R&B Hits;6oEVnWKgPqIEPc53OYDNqG;Could've Been (feat. Bryson Tiller);2019-08-30;0,000038;0;1;252747;649;modern
695;90119;665;r&b;-5763;106;707;Ashanti;4;532;72;https://api.spotify.com/v1/tracks/6zMUIb4uce1CzpbjR3vMdN;Ashanti;R&B Hits;6zMUIb4uce1CzpbjR3vMdN;Foolish;2002-01-01;0;1;0;227387;347;modern
609;95986;652;r&b;-7519;233;482;Alicia Keys;3;37;76;https://api.spotify.com/v1/tracks/0KQx6HOpJueiSkztcS0r7D;Songs In A Minor;R&B Hits;0KQx6HOpJueiSkztcS0r7D;Fallin';2001-06-05;101;0;11;210200;263;modern
284;99796;358;r&b;-8285;183;276;SZA;3;285;84;https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm;SOS;R&B Hits;5Y35SjAfXjjG0sFQ3KOxmm;Nobody Gets Me;2022-12-09;0;1;7;180853;805;modern
344;65203;583;r&b;-8765;143;581;Brent Faiyaz;3;559;78;https://api.spotify.com/v1/tracks/2J6OF7CkpdQGSfm1wdclqn;Fuck The World;R&B Hits;2J6OF7CkpdQGSfm1wdclqn;Clouded;2020-02-07;0;1;2;110129;774;modern
574;92795;452;r&b;-8336;189;578;Ne-Yo;4;311;78;https://api.spotify.com/v1/tracks/6brl7bwOHmGFkNw3MBqssT;In My Own Words;R&B Hits;6brl7bwOHmGFkNw3MBqssT;So Sick;2006-01-01;0;1;6;207187;245;modern
707;93145;704;r&b;-6537;318;761;Brandy, Monica;4;391;73;https://api.spotify.com/v1/tracks/6sHsXIJoEN5JpdkGMQDJxt;Never Say Never;R&B Hits;6sHsXIJoEN5JpdkGMQDJxt;The Boy Is Mine;1998-05-29;106;0;1;294787;539;modern
612;86768;536;r&b;-5847;209;57;Chris Brown;4;272;71;https://api.spotify.com/v1/tracks/7DFnq8FYhHMCylykf6ZCxA;Chris Brown (Expanded Edition);R&B Hits;7DFnq8FYhHMCylykf6ZCxA;Yo (Excuse Me Miss);2005;0;1;4;229040;119;modern
735;8898;644;r&b;-5747;161;418;SZA;4;391;86;https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL;SOS;R&B Hits;1Qrg8KqiBpW07V7PNxwwwL;Kill Bill;2022-12-08;144;1;8;153947;521;modern
503;137007;646;r&b;-7472;652;789;Brent Faiyaz;4;312;77;https://api.spotify.com/v1/tracks/2JqkpMe2eJToJNHEqkJeCu;Larger Than Life;R&B Hits;2JqkpMe2eJToJNHEqkJeCu;Forever Yours;2023-10-27;279;1;2;96369;426;modern
552;90098;641;r&b;-5423;148;152;Alicia Keys;4;283;76;https://api.spotify.com/v1/tracks/0mZ5GyrHG908lqrHaTw4hi;No One (Remixes);R&B Hits;0mZ5GyrHG908lqrHaTw4hi;No One;2007-10-09;0,000463;0;1;254524;27;modern
698;95975;59;r&b;-4262;107;352;USHER;4;286;76;https://api.spotify.com/v1/tracks/030OCtLMrljNhp8OWHBWW3;Raymond v Raymond (Expanded Edition);R&B Hits;030OCtLMrljNhp8OWHBWW3;Hey Daddy (Daddy's Home);2010-03-30;0;1;11;224093;176;modern
61;12599;741;r&b;-734;534;72;Jhené Aiko, Swae Lee;4;511;76;https://api.spotify.com/v1/tracks/2pg2TiYo9Rb8KeB5JjP7jS;Trip;R&B Hits;2pg2TiYo9Rb8KeB5JjP7jS;Sativa;2017-09-22;0;0;6;276960;316;modern
705;96644;838;r&b;-6131;336;837;Ja Rule, Ashanti;4;29;72;https://api.spotify.com/v1/tracks/2hNf1rawV2XAZ6Jld2Fxwf;Pain Is Love;R&B Hits;2hNf1rawV2XAZ6Jld2Fxwf;Always On Time;2001-10-02;0;0;5;245093;195;modern
378;141967;617;r&b;-854;11;22;Brent Faiyaz;4;315;76;https://api.spotify.com/v1/tracks/3XgGQ1wjo5khvq2UImjyNF;WASTELAND;R&B Hits;3XgGQ1wjo5khvq2UImjyNF;ALL MINE;2022-07-08;0,00916;1;9;216063;428;modern
43;12993;716;r&b;-828;146;472;Summer Walker;4;112;74;https://api.spotify.com/v1/tracks/2oVVaVY0LkzwAYYcyzon6Z;Heart Of A Woman;R&B Hits;2oVVaVY0LkzwAYYcyzon6Z;Heart Of A Woman;2024-10-25;0;0;9;171000;482;modern
629;93985;657;r&b;-4938;254;726;USHER;4;782;69;https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL;8701;R&B Hits;2QsZVnbWVSjKMXK6K3uRBL;U Remind Me;2001-08-07;0;1;6;266893;194;modern
493;82887;347;r&b;-11548;127;308;Jhené Aiko, Kendrick Lamar;4;29;75;https://api.spotify.com/v1/tracks/5nkUIVKqOqdpB6ApKgEMkv;Sail Out;R&B Hits;5nkUIVKqOqdpB6ApKgEMkv;Stay Ready (What A Life);2013-01-01;366;0;8;382760;455;modern
594;135002;795;r&b;-62;162;409;SZA, Travis Scott;4;748;77;https://api.spotify.com/v1/tracks/0q75NwOoFiARAVp4EXU4Bs;Ctrl;R&B Hits;0q75NwOoFiARAVp4EXU4Bs;Love Galore (feat. Travis Scott);2017-06-09;0;1;0;275080;112;modern
5;132798;602;r&b;-9377;295;395;Brent Faiyaz;4;298;75;https://api.spotify.com/v1/tracks/5PvVkf1Yuq3XyMqqjPiKPd;Fuck The World;R&B Hits;5PvVkf1Yuq3XyMqqjPiKPd;Been Away;2020-02-07;0,00569;1;8;223630;477;modern
618;133876;707;r&b;-5825;293;517;Summer Walker, SZA;4;19;72;https://api.spotify.com/v1/tracks/08SB2OtZkaliju77WYEKxk;Still Over It;R&B Hits;08SB2OtZkaliju77WYEKxk;No Love (with SZA);2021-11-05;0;0;1;231498;17;modern
477;119928;796;r&b;-7161;12;685;USHER;4;108;70;https://api.spotify.com/v1/tracks/7z3N2W7Xz1t2G2sAO8wFVH;Confessions (Expanded Edition);R&B Hits;7z3N2W7Xz1t2G2sAO8wFVH;Burn;2004-03-23;0;1;1;231933;314;modern
681;171864;673;r&b;-5693;235;707;Ne-Yo;4;118;77;https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q;Year Of The Gentleman (Bonus Track Edition);R&B Hits;34ceTg8ChN5HjrqiIYCn9Q;Miss Independent;2008-01-01;0;1;1;232000;52;modern
588;94519;686;r&b;-8343;954;617;Mario;4;554;75;https://api.spotify.com/v1/tracks/7GaFYUqP2WdR4KTPk7cXoP;Turning Point;R&B Hits;7GaFYUqP2WdR4KTPk7cXoP;Let Me Love You;2004-03-15;0;0;7;249120;178;modern
5;13503;856;r&b;-9393;104;886;Brent Faiyaz, FELIX!, Tommy Richman;4;18;75;https://api.spotify.com/v1/tracks/5iwUwADk4uQUvgMF6PlTRl;Larger Than Life;R&B Hits;5iwUwADk4uQUvgMF6PlTRl;Upset (feat. Tommy Richman & FELIX!);2023-10-27;0;1;11;177900;487;modern
725;146163;61;r&b;-5131;154;291;Kehlani, Ty Dolla $ign;4;15;73;https://api.spotify.com/v1/tracks/6ZRuF2n1CQxyxxAAWsKJOy;While We Wait;R&B Hits;6ZRuF2n1CQxyxxAAWsKJOy;Nights Like This (feat. Ty Dolla $ign);2019-02-22;0;1;8;201788;367;modern
5;124037;816;r&b;-4551;733;649;USHER;4;3;69;https://api.spotify.com/v1/tracks/7J41dYQolQJEtj3UmKLu5r;8701;R&B Hits;7J41dYQolQJEtj3UmKLu5r;U Got It Bad;2001-08-07;0,000153;1;1;247840;227;modern
876;13021;412;r&b;-6008;297;706;Lloyd, Lil Wayne;5;472;73;https://api.spotify.com/v1/tracks/5Y77SQxEr1eiofPeUTPHxM;Street Love;R&B Hits;5Y77SQxEr1eiofPeUTPHxM;You;2007-01-01;0;0;5;273133;102;modern
538;10997;81;r&b;-5783;951;832;Ne-Yo;4;357;74;https://api.spotify.com/v1/tracks/6CFPFnS9EcLs2I0nWqtWci;Because Of You;R&B Hits;6CFPFnS9EcLs2I0nWqtWci;Because Of You;2007-01-01;0;0;0;266840;53;modern
394;92009;764;r&b;-8559;117;465;Brent Faiyaz;4;152;75;https://api.spotify.com/v1/tracks/0oufSLnKQDoBFX5mgkDCgR;Lost;R&B Hits;0oufSLnKQDoBFX5mgkDCgR;Trust;2018-10-19;0,00937;1;8;158421;231;modern
552;16819;727;r&b;-8074;198;607;Nelly, Kelly Rowland;4;14;77;https://api.spotify.com/v1/tracks/0ARK753YaiJbpLUk7z5yIM;Nellyville;R&B Hits;0ARK753YaiJbpLUk7z5yIM;Dilemma;2002-06-25;16;0;2;289160;226;modern
712;140012;573;r&b;-5976;167;346;USHER, Jeezy;4;732;74;https://api.spotify.com/v1/tracks/5j0McHPthKpOXRr3fBq8M0;Here I Stand;R&B Hits;5j0McHPthKpOXRr3fBq8M0;Love in This Club (feat. Young Jeezy);2008-05-27;0;1;0;259720;572;modern
576;179063;625;r&b;-5693;187;235;Miguel;4;175;68;https://api.spotify.com/v1/tracks/5hJFhO9dvhJoDvUZZ9iWSw;Kaleidoscope Dream (Deluxe Version);R&B Hits;5hJFhO9dvhJoDvUZZ9iWSw;Adorn;2012;0,00407;0;11;193147;543;modern
366;73313;4;r&b;-9405;126;161;SZA;3;597;73;https://api.spotify.com/v1/tracks/6gU9OKjOE7ghfEd55oRO57;Ctrl;R&B Hits;6gU9OKjOE7ghfEd55oRO57;The Weekend;2017-06-09;0;0;8;272187;242;modern
242;144211;549;r&b;-11692;127;286;Brent Faiyaz;4;38;71;https://api.spotify.com/v1/tracks/0zWbYGQq5O1KQd0iqzgjP6;Fuck The World;R&B Hits;0zWbYGQq5O1KQd0iqzgjP6;Rehab (Winter In Paris);2020-02-07;0,00081;1;5;180304;809;modern
721;169904;62;r&b;-5538;563;77;Paperboy Fabe, Brent Faiyaz;4;887;77;https://api.spotify.com/v1/tracks/4RnvS1tmh1ERhjXX6dxv95;Language;R&B Hits;4RnvS1tmh1ERhjXX6dxv95;Language;2017-05-12;75;0;4;150361;422;modern
467;138007;845;r&b;-7674;694;702;USHER;4;138;68;https://api.spotify.com/v1/tracks/7wBThXx7BGZHJJ3aN3OPvv;Confessions (Expanded Edition);R&B Hits;7wBThXx7BGZHJJ3aN3OPvv;Confessions Part II;2004-03-23;0;1;1;211200;586;modern
635;103019;617;electronic;-6769;164;446;The Chainsmokers, Coldplay;4;317;86;https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW;Memories...Do Not Open;EDM Hits;6RUKPb4LETWmmr3iAEQktW;Something Just Like This;2017-04-07;0,00144;0;11;247160;498;modern
939;129024;671;electronic;-3206;298;53;Pitbull, AFROJACK, Ne-Yo, Nayer;4;161;84;https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W;Planet Pit (Deluxe Version);EDM Hits;4QNpBfC0zvjKqPJcyqBy9W;Give Me Everything (feat. Nayer);2011-06-17;0;1;8;252307;191;modern
715;199892;475;electronic;-5371;135;159;DJ Snake, Justin Bieber;4;58;83;https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU;Encore;EDM Hits;0lYBSQXN6rCTvUZvg9S0lU;Let Me Love You;2016-08-05;0,00267;1;8;205947;863;modern
823;128035;646;electronic;-4123;322;418;Calvin Harris, Ellie Goulding;4;394;82;https://api.spotify.com/v1/tracks/7MmG8p0F9N3C4AXdK6o6Eb;Motion;EDM Hits;7MmG8p0F9N3C4AXdK6o6Eb;Outside (feat. Ellie Goulding);2014-10-31;0;0;2;227267;213;modern
835;125983;527;electronic;-5298;249;654;Avicii;4;433;82;https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc;The Days / Nights;EDM Hits;0ct6r3EGTcMLPtrXHDvVjc;The Nights;2014-01-01;0;1;6;176658;166;modern
751;117948;88;electronic;-4258;106;884;Regard;4;874;80;https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ;Ride It;EDM Hits;2tnVG71enUj33Ic2nFN6kZ;Ride It;2019-07-26;0,00643;0;7;157606;177;modern
685;11802;782;electronic;-6237;16;603;OMI, Felix Jaehn;4;309;80;https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy;Me 4 U;EDM Hits;7vFoFDWqTX0mHzLfrF1Cfy;Cheerleader (Felix Jaehn Remix) - Radio Edit;2015-10-16;0,00118;1;4;180566;166;modern
524;9501;748;electronic;-5599;111;661;The Chainsmokers, Halsey;4;338;84;https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw;Closer;EDM Hits;7BKLCZ1jbUBVqRi2FVlTVw;Closer;2016-07-29;0;1;8;244960;414;modern
627;179642;468;electronic;-5085;11;159;Alan Walker;4;476;80;https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz;Different World;EDM Hits;698ItKASDavgwZ3WjaWjtz;Faded;2018-12-14;0,000797;1;6;212107;281;modern
856;127949;596;electronic;-3556;141;743;Calvin Harris;4;346;81;https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05;Motion;EDM Hits;6YUTL4dYpB9xZO5qExPf05;Summer;2014-10-31;178;0;4;222533;211;modern
77;125905;694;electronic;-5335;118;163;Dynoro, Gigi D'Agostino;4;149;80;https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33;In My Mind;EDM Hits;0E9ZjEAyAwOXZ7wJC0PD33;In My Mind;2018-06-08;0,00011;1;6;184560;176;modern
963;129992;581;electronic;-4087;139;788;Pitbull, Kesha;4;981;82;https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS;Global Warming: Meltdown (Deluxe Version);EDM Hits;3cHyrEgdyYRjgJKSOiOtcS;Timber;2012;0;1;11;204160;295;modern
787;126062;604;electronic;-3674;127;301;David Guetta, Sia;4;103;80;https://api.spotify.com/v1/tracks/0TDLuuLlV54CkRRUOahJb4;Nothing but the Beat (Ultimate Edition);EDM Hits;0TDLuuLlV54CkRRUOahJb4;Titanium (feat. Sia);2012-12-07;15;0;0;245040;679;modern
714;101969;664;electronic;-6645;843;71;Mike Posner, Seeb;4;111;79;https://api.spotify.com/v1/tracks/0vbtURX4qv1l7besfwmnD8;At Night, Alone.;EDM Hits;0vbtURX4qv1l7besfwmnD8;I Took A Pill In Ibiza - Seeb Remix;2016-05-06;0,000842;0;7;197933;353;modern
815;123063;636;electronic;-5098;163;636;Robin Schulz, Francesco Yates;4;581;78;https://api.spotify.com/v1/tracks/5tf1VVWniHgryyumXyJM7w;Sugar;EDM Hits;5tf1VVWniHgryyumXyJM7w;Sugar (feat. Francesco Yates);2015-09-25;0;0;5;219043;185;modern
736;127999;579;electronic;-3863;198;613;Avicii;4;527;78;https://api.spotify.com/v1/tracks/2P4OICZRVAQcYAV2JReRfj;Stories;EDM Hits;2P4OICZRVAQcYAV2JReRfj;Waiting For Love;2015-10-02;0;0;6;230613;31;modern
